auto_id;id_csv;id;devEui;temperature;humidity;pressure;pm1_0;pm2_5;pm10;so2;o3;co;no2;noise_level;createdDateTime;pm2_5_aqi;pm10_aqi;so2_aqi;o3_aqi;co_aqi;no2_aqi;aqi;primary_pollutant;customer_tz_createdDateTime
707273;0;1271747;44179354c7782e90;37.39;39;981;5;4;7;0;0.01;0;0;59;2023-08-10 23:28:58;17;6;0;0;0;0;17;pm2_5;2023-08-10 16:28:58
707274;0;1271741;4417935b01081c59;36.3;41;979;2;3;3;0;0.01;0;0;56;2023-08-10 23:25:50;13;3;0;0;0;0;13;pm2_5;2023-08-10 16:25:50
707275;0;1271744;4417935b00b83a53;40.05;36;989;7;7;10;6.1;0.01;0;0;69;2023-08-10 23:27:21;29;9;500;0;0;0;500;so2;2023-08-10 16:27:21
707276;0;1271745;4417935af40cae86;37.34;36;981;4;6;6;0;0.06;0;0;63;2023-08-10 23:27:25;25;6;0;0;0;0;25;pm2_5;2023-08-10 16:27:25
707277;0;1271746;4417935af5e4505d;37.75;38;976;8;8;11;0;0.01;0;0;67;2023-08-10 23:27:26;33;10;0;0;0;0;33;pm2_5;2023-08-10 16:27:26
707278;0;1271748;4417935af3d82f50;37.11;39;980;11;8;6;0;0.01;0;0;63;2023-08-10 23:29:16;33;6;0;0;0;0;33;pm2_5;2023-08-10 16:29:16
707279;0;1271764;4417935af3905f62;36.41;40;978;4;6;6;0.1;0.02;0;0;64;2023-08-10 23:37:29;25;6;112;0;0;0;112;so2;2023-08-10 16:37:29
707280;0;1271768;44179354c7c83489;35.39;43;971;4;5;6;0;0.01;0;0;55;2023-08-10 23:39:17;21;6;0;0;0;0;21;pm2_5;2023-08-10 16:39:17
707281;0;1271762;44179354c798205a;38.5;39;983;7;8;10;0;0.01;0;0;72;2023-08-10 23:37:04;33;9;0;0;0;0;33;pm2_5;2023-08-10 16:37:04
707282;0;1271760;4417935aff00388d;36.9;39;978;7;5;10;0;0.01;0;0;55;2023-08-10 23:35:04;21;9;0;0;0;0;21;pm2_5;2023-08-10 16:35:04
707283;0;1271767;44179354c7782e90;36.46;40;976;3;3;4;0;0.01;0;0;57;2023-08-10 23:38:40;13;4;0;0;0;0;13;pm2_5;2023-08-10 16:38:40
707284;0;1271761;4417935b01081c59;36.15;41;978;3;4;5;0;0.01;0;0;56;2023-08-10 23:35:56;17;5;0;0;0;0;17;pm2_5;2023-08-10 16:35:56
707285;0;1271766;4417935b00b83a53;38.91;37;983;6;5;9;6.7;0.01;0;0;66;2023-08-10 23:37:51;21;8;500;0;0;0;500;so2;2023-08-10 16:37:51
707286;0;1271763;4417935af40cae86;37.14;36;981;6;6;9;0;0.04;0;0;60;2023-08-10 23:37:11;25;8;0;0;0;0;25;pm2_5;2023-08-10 16:37:11
707287;0;1271765;4417935af5e4505d;37.33;39;976;6;6;8;0;0.01;0;0;64;2023-08-10 23:37:32;25;7;0;0;0;0;25;pm2_5;2023-08-10 16:37:32
707288;0;1271769;4417935af3d82f50;36.83;40;980;6;6;9;0;0.01;0;0;68;2023-08-10 23:39:33;25;8;0;0;0;0;25;pm2_5;2023-08-10 16:39:33
707289;0;1271783;4417935af3905f62;36.29;42;976;10;8;13;0.1;0.02;0;0;65;2023-08-10 23:47:36;33;12;112;0;0;0;112;so2;2023-08-10 16:47:36
707290;0;1271788;44179354c7c83489;35.26;45;968;5;5;7;0;0.01;0;0;61;2023-08-10 23:49:16;21;6;0;0;0;0;21;pm2_5;2023-08-10 16:49:16
707291;0;1271782;44179354c798205a;35.66;46;972;12;9;16;0;0.01;0;0;77;2023-08-10 23:47:31;38;15;0;0;0;0;38;pm2_5;2023-08-10 16:47:31
707292;0;1271780;4417935aff00388d;36.69;39;977;23;18;31;0;0.01;0;0;55;2023-08-10 23:46:05;63;29;0;0;0;0;63;pm2_5;2023-08-10 16:46:05
707293;0;1271787;44179354c7782e90;35.84;41;974;1;2;2;0;0.01;0;0;63;2023-08-10 23:48:44;8;2;0;0;0;0;8;pm2_5;2023-08-10 16:48:44
707294;0;1271781;4417935b01081c59;36.08;41;979;7;7;10;0;0.01;0;0;56;2023-08-10 23:46:10;29;9;0;0;0;0;29;pm2_5;2023-08-10 16:46:10
707295;0;1271786;4417935b00b83a53;38.29;38;979;3;4;4;6.9;0.01;0;0;68;2023-08-10 23:48:10;17;4;500;0;0;0;500;so2;2023-08-10 16:48:10
707296;0;1271785;4417935af40cae86;37.16;38;982;19;14;25;0;0.09;0;0;64;2023-08-10 23:47:45;55;23;0;0;0;0;55;pm2_5;2023-08-10 16:47:45
707297;0;1271784;4417935af5e4505d;36.51;40;976;17;16;23;0;0.01;0;0;64;2023-08-10 23:47:37;59;21;0;0;0;0;59;pm2_5;2023-08-10 16:47:37
707298;0;1271779;4417935af3d82f50;36.76;40;980;12;11;16;0;0.04;0;0;60;2023-08-10 23:45:01;46;15;0;0;0;0;46;pm2_5;2023-08-10 16:45:01
707299;0;1271802;4417935af3905f62;34.26;48;966;6;6;8;0;0.06;0;0;64;2023-08-10 23:57:25;25;7;0;0;0;0;25;pm2_5;2023-08-10 16:57:25
707300;0;1271807;44179354c7c83489;32.85;50;956;0;1;1;0;0.01;0;0;60;2023-08-10 23:59:18;4;1;0;0;0;0;4;pm2_5;2023-08-10 16:59:18
707301;0;1271803;44179354c798205a;32.57;50;961;4;4;6;0;0.01;0;0;68;2023-08-10 23:57:21;17;6;0;0;0;0;17;pm2_5;2023-08-10 16:57:21
707302;0;1271801;4417935aff00388d;33.71;48;957;14;8;19;0;0.02;0;0;82;2023-08-10 23:56:37;33;18;0;0;0;0;33;pm2_5;2023-08-10 16:56:37
707303;0;1271808;44179354c7782e90;35.72;42;973;3;4;4;0;0.01;0;0;58;2023-08-10 23:59:25;17;4;0;0;0;0;17;pm2_5;2023-08-10 16:59:25
707304;0;1271800;4417935b01081c59;34.14;48;968;1;2;2;0;0.01;0;0;56;2023-08-10 23:56:10;8;2;0;0;0;0;8;pm2_5;2023-08-10 16:56:10
707305;0;1271805;4417935b00b83a53;36.97;43;971;16;10;22;8.5;0.01;0;0;73;2023-08-10 23:57:52;42;20;500;0;0;0;500;so2;2023-08-10 16:57:52
707306;0;1271806;4417935af40cae86;33.41;45;982;10;9;14;0;0.04;0;0;63;2023-08-10 23:58:37;38;13;0;0;0;0;38;pm2_5;2023-08-10 16:58:37
707307;0;1271804;4417935af5e4505d;36.28;43;977;10;9;13;0;0.01;0;0;65;2023-08-10 23:57:23;38;12;0;0;0;0;38;pm2_5;2023-08-10 16:57:23
707308;0;1271799;4417935af3d82f50;35.94;43;981;10;9;14;0;0.03;0;0;63;2023-08-10 23:55:13;38;13;0;0;0;0;38;pm2_5;2023-08-10 16:55:13
707309;0;1271822;4417935af3905f62;33.21;47;963;5;4;7;0;0.04;0;0;65;2023-08-11 0:06:59;17;6;0;0;0;0;17;pm2_5;2023-08-10 17:06:59
707310;0;1271827;44179354c7c83489;31.85;49;952;2;2;3;0;0.01;0;0;61;2023-08-11 0:09:09;8;3;0;0;0;0;8;pm2_5;2023-08-10 17:09:09
707311;0;1271823;44179354c798205a;32.66;47;962;3;3;4;0;0.01;0;0;68;2023-08-11 0:07:19;13;4;0;0;0;0;13;pm2_5;2023-08-10 17:07:19
707312;0;1271820;4417935aff00388d;32.64;46;957;3;3;5;0;0.01;0;0;58;2023-08-11 0:06:14;13;5;0;0;0;0;13;pm2_5;2023-08-10 17:06:14
707313;0;1271828;44179354c7782e90;33.62;48;961;3;4;4;0;0.01;0;0;81;2023-08-11 0:09:32;17;4;0;0;0;0;17;pm2_5;2023-08-10 17:09:32
707314;0;1271821;4417935b01081c59;32.59;50;962;3;4;4;0;0.01;0;0;56;2023-08-11 0:06:19;17;4;0;0;0;0;17;pm2_5;2023-08-10 17:06:19
707315;0;1271825;4417935b00b83a53;34.83;46;961;14;7;19;9.6;0.01;0;0;70;2023-08-11 0:08:38;29;18;500;0;0;0;500;so2;2023-08-10 17:08:38
707316;0;1271826;4417935af40cae86;33.03;44;982;11;10;15;0;0.04;0;0;63;2023-08-11 0:09:01;42;14;0;0;0;0;42;pm2_5;2023-08-10 17:09:01
707317;0;1271824;4417935af5e4505d;34.57;46;977;9;7;12;0;0.01;0;0;67;2023-08-11 0:07:44;29;11;0;0;0;0;29;pm2_5;2023-08-10 17:07:44
707318;0;1271819;4417935af3d82f50;34.22;45;981;10;9;13;0;0.02;0;0;62;2023-08-11 0:05:24;38;12;0;0;0;0;38;pm2_5;2023-08-10 17:05:24
707319;0;1271842;4417935af3905f62;32.34;48;960;3;4;5;0;0.04;0;0;64;2023-08-11 0:17:25;17;5;0;0;0;0;17;pm2_5;2023-08-10 17:17:25
707320;0;1271848;44179354c7c83489;31.85;50;955;3;4;4;0;0.01;0;0;62;2023-08-11 0:19:58;17;4;0;0;0;0;17;pm2_5;2023-08-10 17:19:58
707321;0;1271844;44179354c798205a;32.66;49;961;0;1;1;0;0.01;0;0;68;2023-08-11 0:17:40;4;1;0;0;0;0;4;pm2_5;2023-08-10 17:17:40
707322;0;1271841;4417935aff00388d;32.55;50;957;6;5;8;0;0.01;0;0;55;2023-08-11 0:16:25;21;7;0;0;0;0;21;pm2_5;2023-08-10 17:16:25
707323;0;1271847;44179354c7782e90;32.78;48;960;3;3;5;0;0.01;0;0;67;2023-08-11 0:19:50;13;5;0;0;0;0;13;pm2_5;2023-08-10 17:19:50
707324;0;1271840;4417935b01081c59;32.5;50;962;2;3;3;0;0.01;0;0;56;2023-08-11 0:15:58;13;3;0;0;0;0;13;pm2_5;2023-08-10 17:15:58
707325;0;1271845;4417935b00b83a53;33.96;48;958;10;7;13;9.7;0.01;0;0;63;2023-08-11 0:18:10;29;12;500;0;0;0;500;so2;2023-08-10 17:18:10
707326;0;1271846;4417935af40cae86;33.57;45;982;10;9;14;0;0.01;0;0;61;2023-08-11 0:19:18;38;13;0;0;0;0;38;pm2_5;2023-08-10 17:19:18
707327;0;1271843;4417935af5e4505d;34.08;46;976;3;4;5;0;0.01;0;0;69;2023-08-11 0:17:29;17;5;0;0;0;0;17;pm2_5;2023-08-10 17:17:29
707328;0;1271839;4417935af3d82f50;34.04;45;981;33;30;40;0;0.04;0;0;67;2023-08-11 0:15:27;89;37;0;0;0;0;89;pm2_5;2023-08-10 17:15:27
707329;0;1271863;4417935af3905f62;32.62;49;961;3;4;5;0;0.02;0;0;67;2023-08-11 0:27:45;17;5;0;0;0;0;17;pm2_5;2023-08-10 17:27:45
707330;0;1271859;44179354c7c83489;31.85;52;955;1;1;2;0;0.01;0;0;57;2023-08-11 0:25:14;4;2;0;0;0;0;4;pm2_5;2023-08-10 17:25:14
707331;0;1271864;44179354c798205a;32.98;48;961;3;4;5;0;0.01;0;0;81;2023-08-11 0:27:51;17;5;0;0;0;0;17;pm2_5;2023-08-10 17:27:51
707332;0;1271861;4417935aff00388d;32.27;50;956;16;10;21;0;0.01;0;0;58;2023-08-11 0:26:32;42;19;0;0;0;0;42;pm2_5;2023-08-10 17:26:32
707333;0;1271867;44179354c7782e90;32.41;50;959;1;2;2;0;0.01;0;0;62;2023-08-11 0:29:55;8;2;0;0;0;0;8;pm2_5;2023-08-10 17:29:55
707334;0;1271860;4417935b01081c59;32.3;49;960;3;3;5;0;0.01;0;0;56;2023-08-11 0:25:33;13;5;0;0;0;0;13;pm2_5;2023-08-10 17:25:33
707335;0;1271865;4417935b00b83a53;33.52;49;957;5;5;7;9.7;0.01;0;0;74;2023-08-11 0:28:17;21;6;500;0;0;0;500;so2;2023-08-10 17:28:17
707336;0;1271866;4417935af40cae86;33.09;44;982;12;17;27;0;0.01;0;0;61;2023-08-11 0:29:01;61;25;0;0;0;0;61;pm2_5;2023-08-10 17:29:01
707337;0;1271862;4417935af5e4505d;33.69;48;976;8;8;11;0;0.01;0;0;62;2023-08-11 0:27:42;33;10;0;0;0;0;33;pm2_5;2023-08-10 17:27:42
707338;0;1271858;4417935af3d82f50;33.75;47;980;10;10;14;0;0.06;0;0;59;2023-08-11 0:25:09;42;13;0;0;0;0;42;pm2_5;2023-08-10 17:25:09
707339;0;1271883;4417935af3905f62;32.25;52;959;3;3;4;0;0.03;0;0;64;2023-08-11 0:37:53;13;4;0;0;0;0;13;pm2_5;2023-08-10 17:37:53
707340;0;1271878;44179354c7c83489;31.87;51;955;1;2;2;0;0.01;0;0;74;2023-08-11 0:34:59;8;2;0;0;0;0;8;pm2_5;2023-08-10 17:34:59
707341;0;1271882;44179354c798205a;32.03;52;957;3;3;4;0;0.01;0;0;77;2023-08-11 0:37:51;13;4;0;0;0;0;13;pm2_5;2023-08-10 17:37:51
707342;0;1271881;4417935aff00388d;32.66;47;959;6;6;9;0;0.01;0;0;59;2023-08-11 0:37:06;25;8;0;0;0;0;25;pm2_5;2023-08-10 17:37:06
707343;0;1271887;44179354c7782e90;32.23;50;960;4;5;6;0;0.01;0;0;59;2023-08-11 0:39:21;21;6;0;0;0;0;21;pm2_5;2023-08-10 17:39:21
707344;0;1271880;4417935b01081c59;32.09;53;961;2;2;3;0;0.01;0;0;56;2023-08-11 0:35:37;8;3;0;0;0;0;8;pm2_5;2023-08-10 17:35:37
707345;0;1271885;4417935b00b83a53;33.59;48;959;4;4;6;8.5;0.01;0;0;67;2023-08-11 0:38:41;17;6;500;0;0;0;500;so2;2023-08-10 17:38:41
707346;0;1271886;4417935af40cae86;32.71;43;982;2;3;3;0;0.01;0;0;62;2023-08-11 0:39:13;13;3;0;0;0;0;13;pm2_5;2023-08-10 17:39:13
707347;0;1271884;4417935af5e4505d;33.37;49;976;5;6;7;0;0.01;0;0;66;2023-08-11 0:38:06;25;6;0;0;0;0;25;pm2_5;2023-08-10 17:38:06
707348;0;1271879;4417935af3d82f50;33.12;46;980;10;9;14;0;0.04;0;0;78;2023-08-11 0:35:24;38;13;0;0;0;0;38;pm2_5;2023-08-10 17:35:24
707349;0;1271902;4417935af3905f62;31.77;52;958;3;4;5;0;0.01;0;0;60;2023-08-11 0:47:46;17;5;0;0;0;0;17;pm2_5;2023-08-10 17:47:46
707350;0;1271899;44179354c7c83489;31.73;53;956;0;1;1;0;0.01;0;0;56;2023-08-11 0:45:48;4;1;0;0;0;0;4;pm2_5;2023-08-10 17:45:48
707351;0;1271903;44179354c798205a;31.68;55;957;2;3;3;0;0.01;0;0;72;2023-08-11 0:47:51;13;3;0;0;0;0;13;pm2_5;2023-08-10 17:47:51
707352;0;1271901;4417935aff00388d;32.14;48;957;6;6;8;0;0.02;0;0;55;2023-08-11 0:47:05;25;7;0;0;0;0;25;pm2_5;2023-08-10 17:47:05
707353;0;1271907;44179354c7782e90;32.43;49;961;2;3;3;0;0.01;0;0;61;2023-08-11 0:49:34;13;3;0;0;0;0;13;pm2_5;2023-08-10 17:49:34
707354;0;1271908;4417935b01081c59;31.84;54;960;3;3;4;0;0.01;0;0;56;2023-08-11 0:49:40;13;4;0;0;0;0;13;pm2_5;2023-08-10 17:49:40
707355;0;1271905;4417935b00b83a53;33.8;46;961;3;3;4;7.3;0.01;0;0;69;2023-08-11 0:48:55;13;4;500;0;0;0;500;so2;2023-08-10 17:48:55
707356;0;1271906;4417935af40cae86;32.39;47;982;0;1;4;0;0.02;0;0;58;2023-08-11 0:49:21;4;4;0;0;0;0;4;pm10;2023-08-10 17:49:21
707357;0;1271904;4417935af5e4505d;33.18;47;976;9;8;12;0;0.01;0;0;70;2023-08-11 0:48:09;33;11;0;0;0;0;33;pm2_5;2023-08-10 17:48:09
707358;0;1271900;4417935af3d82f50;32.59;47;981;6;5;8;0;0.11;0;0;66;2023-08-11 0:46:08;21;7;0;0;0;0;21;pm2_5;2023-08-10 17:46:08
707359;0;1271922;4417935af3905f62;31.77;52;959;3;4;5;0;0.02;0;0;58;2023-08-11 0:58:00;17;5;0;0;0;0;17;pm2_5;2023-08-10 17:58:00
707360;0;1271920;44179354c7c83489;31.53;55;955;1;2;4;0;0.01;0;0;65;2023-08-11 0:56:01;8;4;0;0;0;0;8;pm2_5;2023-08-10 17:56:01
707361;0;1271923;44179354c798205a;31.93;54;959;2;3;3;0;0.01;0;0;65;2023-08-11 0:58:02;13;3;0;0;0;0;13;pm2_5;2023-08-10 17:58:02
707362;0;1271921;4417935aff00388d;31.03;54;952;2;3;3;0;0.02;0;0;61;2023-08-11 0:57:17;13;3;0;0;0;0;13;pm2_5;2023-08-10 17:57:17
707363;0;1271927;44179354c7782e90;32.55;49;961;2;3;3;0;0.01;0;0;62;2023-08-11 0:59:34;13;3;0;0;0;0;13;pm2_5;2023-08-10 17:59:34
707364;0;1271928;4417935b01081c59;31.57;56;960;3;4;5;0;0.01;0;0;56;2023-08-11 1:00:01;17;5;0;0;0;0;17;pm2_5;2023-08-10 18:00:01
707365;0;1271926;4417935b00b83a53;33.52;47;960;3;3;5;7.1;0.01;0;0;72;2023-08-11 0:59:06;13;5;500;0;0;0;500;so2;2023-08-10 17:59:06
707366;0;1271925;4417935af40cae86;31.87;48;982;3;4;4;0;0.03;0;0;66;2023-08-11 0:58:45;17;4;0;0;0;0;17;pm2_5;2023-08-10 17:58:45
707367;0;1271924;4417935af5e4505d;32.84;47;977;4;6;6;0;0.01;0;0;73;2023-08-11 0:58:24;25;6;0;0;0;0;25;pm2_5;2023-08-10 17:58:24
707368;0;1271919;4417935af3d82f50;32;50;981;6;6;8;0;0.02;0;0;61;2023-08-11 0:55:49;25;7;0;0;0;0;25;pm2_5;2023-08-10 17:55:49
707369;0;1271942;4417935af3905f62;31.75;53;959;3;4;5;0;0.01;0;0;66;2023-08-11 1:08:03;17;5;0;0;0;0;17;pm2_5;2023-08-10 18:08:03
707370;0;1271940;44179354c7c83489;31.46;57;956;1;2;2;0;0.01;0;0;58;2023-08-11 1:06:37;8;2;0;0;0;0;8;pm2_5;2023-08-10 18:06:37
707371;0;1271941;44179354c798205a;32.41;53;963;3;3;4;0;0.01;0;0;64;2023-08-11 1:07:42;13;4;0;0;0;0;13;pm2_5;2023-08-10 18:07:42
707372;0;1271944;4417935aff00388d;31.27;52;955;5;5;7;0;0.01;0;0;55;2023-08-11 1:08:14;21;6;0;0;0;0;21;pm2_5;2023-08-10 18:08:14
707373;0;1271947;44179354c7782e90;32.39;50;961;3;2;4;0;0.01;0;0;60;2023-08-11 1:09:01;8;4;0;0;0;0;8;pm2_5;2023-08-10 18:09:01
707374;0;1271948;4417935b01081c59;31.59;57;960;3;4;4;0;0.01;0;0;56;2023-08-11 1:09:42;17;4;0;0;0;0;17;pm2_5;2023-08-10 18:09:42
707375;0;1271943;4417935b00b83a53;33.1;49;958;1;2;2;8;0.01;0;0;72;2023-08-11 1:08:15;8;2;500;0;0;0;500;so2;2023-08-10 18:08:15
707376;0;1271945;4417935af40cae86;32.05;48;982;6;5;8;0;0.01;0;0;62;2023-08-11 1:08:27;21;7;0;0;0;0;21;pm2_5;2023-08-10 18:08:27
707377;0;1271946;4417935af5e4505d;32.57;48;977;11;9;15;0;0.01;0;0;68;2023-08-11 1:08:29;38;14;0;0;0;0;38;pm2_5;2023-08-10 18:08:29
707378;0;1271949;4417935af3d82f50;31.71;56;980;120;133;156;0;0.04;0;0;63;2023-08-11 1:10:01;191;101;0;0;0;0;191;pm2_5;2023-08-10 18:10:01
707379;0;1271965;4417935af3905f62;31.96;53;960;3;4;5;0;0.01;0;0;61;2023-08-11 1:18:16;17;5;0;0;0;0;17;pm2_5;2023-08-10 18:18:16
707380;0;1271960;44179354c7c83489;31.21;57;955;3;4;4;0;0.01;0;0;56;2023-08-11 1:16:28;17;4;0;0;0;0;17;pm2_5;2023-08-10 18:16:28
707381;0;1271961;44179354c798205a;32.84;52;964;3;4;4;0;0.01;0;0;67;2023-08-11 1:17:42;17;4;0;0;0;0;17;pm2_5;2023-08-10 18:17:42
707382;0;1271964;4417935aff00388d;31.82;52;958;8;7;11;0;0.01;0;0;54;2023-08-11 1:18:12;29;10;0;0;0;0;29;pm2_5;2023-08-10 18:18:12
707383;0;1271967;44179354c7782e90;32.21;51;961;2;3;3;0;0.01;0;0;62;2023-08-11 1:18:57;13;3;0;0;0;0;13;pm2_5;2023-08-10 18:18:57
707384;0;1271968;4417935b01081c59;31.8;57;962;3;4;5;0;0.01;0;0;56;2023-08-11 1:19:29;17;5;0;0;0;0;17;pm2_5;2023-08-10 18:19:29
707385;0;1271963;4417935b00b83a53;32.68;51;957;10;6;13;8.9;0.01;0;0;71;2023-08-11 1:18:05;25;12;500;0;0;0;500;so2;2023-08-10 18:18:05
707386;0;1271966;4417935af40cae86;32.43;47;982;10;9;14;0;0.01;0;0;61;2023-08-11 1:18:44;38;13;0;0;0;0;38;pm2_5;2023-08-10 18:18:44
707387;0;1271962;4417935af5e4505d;32.32;49;977;4;4;6;0;0.01;0;0;70;2023-08-11 1:17:46;17;6;0;0;0;0;17;pm2_5;2023-08-10 18:17:46
707388;0;1271959;4417935af3d82f50;32.02;55;981;6;8;8;0;0.04;0;0;75;2023-08-11 1:15:26;33;7;0;0;0;0;33;pm2_5;2023-08-10 18:15:26
707389;0;1271986;4417935af3905f62;32;54;960;7;7;10;0;0.03;0;0;62;2023-08-11 1:28:18;29;9;0;0;0;0;29;pm2_5;2023-08-10 18:28:18
707390;0;1271980;44179354c7c83489;31.18;58;956;3;4;5;0;0.01;0;0;63;2023-08-11 1:26:20;17;5;0;0;0;0;17;pm2_5;2023-08-10 18:26:20
707391;0;1271981;44179354c798205a;32.28;53;961;2;3;3;0;0.01;0;0;71;2023-08-11 1:27:22;13;3;0;0;0;0;13;pm2_5;2023-08-10 18:27:22
707392;0;1271982;4417935aff00388d;31.84;54;958;9;9;12;0;0.01;0;0;54;2023-08-11 1:27:43;38;11;0;0;0;0;38;pm2_5;2023-08-10 18:27:43
707393;0;1271988;44179354c7782e90;31.84;54;959;3;3;4;0;0.01;0;0;62;2023-08-11 1:29:39;13;4;0;0;0;0;13;pm2_5;2023-08-10 18:29:39
707394;0;1271987;4417935b01081c59;31.91;55;961;3;3;4;0;0.01;0;0;56;2023-08-11 1:29:38;13;4;0;0;0;0;13;pm2_5;2023-08-10 18:29:38
707395;0;1271983;4417935b00b83a53;32.57;51;957;1;1;2;8;0.01;0;0;68;2023-08-11 1:27:48;4;2;500;0;0;0;500;so2;2023-08-10 18:27:48
707396;0;1271985;4417935af40cae86;32.28;48;982;7;5;6;0;0.01;0;0;72;2023-08-11 1:28:06;21;6;0;0;0;0;21;pm2_5;2023-08-10 18:28:06
707397;0;1271984;4417935af5e4505d;31.94;51;977;10;9;14;0;0.01;0;0;68;2023-08-11 1:27:48;38;13;0;0;0;0;38;pm2_5;2023-08-10 18:27:48
707398;0;1271979;4417935af3d82f50;32.18;54;981;9;8;12;0;0.04;0;0;62;2023-08-11 1:25:16;33;11;0;0;0;0;33;pm2_5;2023-08-10 18:25:16
707399;0;1272006;4417935af3905f62;31.87;56;959;12;12;16;0;0.03;0;0;64;2023-08-11 1:38:46;50;15;0;0;0;0;50;pm2_5;2023-08-10 18:38:46
707400;0;1272001;44179354c7c83489;31.34;58;956;3;3;5;0;0.01;0;0;56;2023-08-11 1:36:53;13;5;0;0;0;0;13;pm2_5;2023-08-10 18:36:53
707401;0;1272000;44179354c798205a;31.94;55;959;0;1;1;0;0.01;0;0;66;2023-08-11 1:36:47;4;1;0;0;0;0;4;pm2_5;2023-08-10 18:36:47
707402;0;1272005;4417935aff00388d;32.05;52;959;12;9;16;0;0.01;0;0;55;2023-08-11 1:38:23;38;15;0;0;0;0;38;pm2_5;2023-08-10 18:38:23
707403;0;1272007;44179354c7782e90;31.8;53;959;3;4;5;0;0.01;0;0;58;2023-08-11 1:39:12;17;5;0;0;0;0;17;pm2_5;2023-08-10 18:39:12
707404;0;1272008;4417935b01081c59;31.87;54;961;2;2;3;0;0.01;0;0;56;2023-08-11 1:39:18;8;3;0;0;0;0;8;pm2_5;2023-08-10 18:39:18
707405;0;1272002;4417935b00b83a53;32.62;52;958;6;6;8;8.1;0.01;0;0;67;2023-08-11 1:37:58;25;7;500;0;0;0;500;so2;2023-08-10 18:37:58
707406;0;1272003;4417935af40cae86;32.53;47;982;38;35;50;0;0.02;0;0;65;2023-08-11 1:38:04;99;46;0;0;0;0;99;pm2_5;2023-08-10 18:38:04
707407;0;1272004;4417935af5e4505d;31.48;53;977;14;12;19;0;0.01;0;0;65;2023-08-11 1:38:05;50;18;0;0;0;0;50;pm2_5;2023-08-10 18:38:05
707408;0;1272009;4417935af3d82f50;32.05;53;981;5;6;8;0;0.04;0;0;63;2023-08-11 1:39:48;25;7;0;0;0;0;25;pm2_5;2023-08-10 18:39:48
707409;0;1272023;4417935af3905f62;31.71;59;960;6;6;8;0;0.03;0;0;57;2023-08-11 1:48:21;25;7;0;0;0;0;25;pm2_5;2023-08-10 18:48:21
707410;0;1272020;44179354c7c83489;30.87;61;953;3;5;5;0;0.01;0;0;57;2023-08-11 1:46:37;21;5;0;0;0;0;21;pm2_5;2023-08-10 18:46:37
707411;0;1272021;44179354c798205a;32.41;56;964;3;4;5;0;0.01;0;0;67;2023-08-11 1:46:57;17;5;0;0;0;0;17;pm2_5;2023-08-10 18:46:57
707412;0;1272022;4417935aff00388d;32.1;51;959;20;20;27;0;0.01;0;0;58;2023-08-11 1:48:04;68;25;0;0;0;0;68;pm2_5;2023-08-10 18:48:04
707413;0;1272028;44179354c7782e90;31.98;53;961;1;2;2;0;0.01;0;0;58;2023-08-11 1:49:53;8;2;0;0;0;0;8;pm2_5;2023-08-10 18:49:53
707414;0;1272027;4417935b01081c59;31.93;55;963;6;5;8;0;0.01;0;0;57;2023-08-11 1:49:17;21;7;0;0;0;0;21;pm2_5;2023-08-10 18:49:17
707415;0;1272025;4417935b00b83a53;32.68;52;959;9;7;12;7.5;0.01;0;0;74;2023-08-11 1:48:40;29;11;500;0;0;0;500;so2;2023-08-10 18:48:40
707416;0;1272026;4417935af40cae86;32.21;48;983;2;3;3;0;0.03;0;0;63;2023-08-11 1:49:01;13;3;0;0;0;0;13;pm2_5;2023-08-10 18:49:01
707417;0;1272024;4417935af5e4505d;31.71;52;977;4;4;6;0;0.01;0;0;66;2023-08-11 1:48:23;17;6;0;0;0;0;17;pm2_5;2023-08-10 18:48:23
707418;0;1272019;4417935af3d82f50;32.1;54;981;6;8;9;0;0.04;0;0;61;2023-08-11 1:44:54;33;8;0;0;0;0;33;pm2_5;2023-08-10 18:44:54
707419;0;1272044;4417935af3905f62;32.1;57;962;9;9;12;0;0.01;0;0;68;2023-08-11 1:58:42;38;11;0;0;0;0;38;pm2_5;2023-08-10 18:58:42
707420;0;1272040;44179354c7c83489;31;60;955;2;2;3;0;0.01;0;0;56;2023-08-11 1:56:27;8;3;0;0;0;0;8;pm2_5;2023-08-10 18:56:27
707421;0;1272041;44179354c798205a;32.71;55;965;2;3;3;0;0.01;0;0;66;2023-08-11 1:56:55;13;3;0;0;0;0;13;pm2_5;2023-08-10 18:56:55
707422;0;1272042;4417935aff00388d;32.09;52;959;23;16;31;0;0.01;0;0;57;2023-08-11 1:58:02;59;29;0;0;0;0;59;pm2_5;2023-08-10 18:58:02
707423;0;1272039;44179354c7782e90;32.14;52;962;1;2;2;0;0.01;0;0;67;2023-08-11 1:55:12;8;2;0;0;0;0;8;pm2_5;2023-08-10 18:55:12
707424;0;1272046;4417935b01081c59;32.32;53;964;4;5;6;0;0.01;0;0;56;2023-08-11 1:59:27;21;6;0;0;0;0;21;pm2_5;2023-08-10 18:59:27
707425;0;1272043;4417935b00b83a53;32.82;51;959;3;4;5;7.2;0.01;0;0;66;2023-08-11 1:58:34;17;5;500;0;0;0;500;so2;2023-08-10 18:58:34
707426;0;1272047;4417935af40cae86;31.96;49;983;3;4;4;0;0.01;0;0;58;2023-08-11 1:59:42;17;4;0;0;0;0;17;pm2_5;2023-08-10 18:59:42
